Time,Target,Measured,Error
321,20.00,19.09,0.91
322,20.00,19.07,0.93
323,20.00,19.05,0.95
324,20.00,19.14,0.86
325,20.00,19.07,0.93
326,20.00,19.06,0.94
327,20.00,19.21,0.79
328,20.00,19.18,0.82
329,20.00,19.04,0.96
330,20.00,18.95,1.05
331,20.00,19.09,0.91
333,20.00,19.03,0.97
334,20.00,19.09,0.91
335,20.00,19.10,0.90
336,20.00,19.11,0.89
337,20.00,19.16,0.84
338,20.00,19.06,0.94
339,20.00,19.08,0.92
340,20.00,19.09,0.91
341,20.00,18.96,1.04
342,20.00,18.99,1.01
343,20.00,18.98,1.02
344,20.00,18.93,1.07
345,20.00,18.85,1.15
347,20.00,18.71,1.29
348,20.00,18.76,1.24
349,20.00,18.81,1.19
350,20.00,18.67,1.33
351,20.00,18.84,1.16
352,20.00,18.80,1.20
353,20.00,18.81,1.19
354,20.00,18.71,1.29
355,20.00,18.69,1.31
356,20.00,18.71,1.29
357,20.00,18.62,1.38
358,20.00,18.61,1.39
359,20.00,18.46,1.54
361,20.00,18.46,1.54
362,20.00,18.47,1.53
363,20.00,18.44,1.56
364,20.00,18.59,1.41
365,20.00,18.58,1.42
366,20.00,18.54,1.46
367,20.00,18.61,1.39
368,20.00,18.53,1.47
369,20.00,18.56,1.44
370,20.00,18.56,1.44
371,20.00,18.34,1.66
372,20.00,18.29,1.71
373,20.00,18.31,1.69
375,20.00,18.19,1.81
376,20.00,18.26,1.74
377,20.00,18.35,1.65
378,20.00,18.48,1.52
379,20.00,18.37,1.63
380,20.00,18.53,1.47
381,20.00,18.60,1.40
382,20.00,18.63,1.37
383,20.00,18.62,1.38
384,20.00,18.53,1.47
385,20.00,18.60,1.40
386,20.00,18.49,1.51
387,20.00,18.56,1.44
389,20.00,18.59,1.41
390,20.00,18.48,1.52
391,20.00,18.59,1.41
392,20.00,18.65,1.35
393,20.00,18.64,1.36
394,20.00,18.81,1.19
395,20.00,18.88,1.12
396,20.00,18.81,1.19
397,20.00,18.78,1.22
398,20.00,18.86,1.14
399,20.00,18.83,1.17
400,20.00,18.80,1.20
401,20.00,18.73,1.27
403,20.00,18.68,1.32
404,20.00,18.87,1.13
405,20.00,18.84,1.16
406,20.00,18.88,1.12
407,20.00,18.95,1.05
408,20.00,19.12,0.88
409,20.00,19.16,0.84
410,20.00,19.24,0.76
411,20.00,19.28,0.72
412,20.00,19.24,0.76
413,20.00,19.20,0.80
414,20.00,19.20,0.80
415,20.00,19.28,0.72
417,20.00,19.24,0.76
418,20.00,19.31,0.69
419,20.00,19.37,0.63
420,20.00,19.36,0.64
421,20.00,19.41,0.59
422,20.00,19.18,0.82
423,20.00,19.29,0.71
424,20.00,19.39,0.61
425,20.00,19.34,0.66
426,20.00,19.40,0.60
427,20.00,19.42,0.58
428,20.00,19.47,0.53
429,20.00,19.34,0.66
431,20.00,19.33,0.67
432,20.00,19.39,0.61
433,20.00,19.44,0.56
434,20.00,19.42,0.58
435,20.00,19.30,0.70
436,20.00,19.36,0.64
437,20.00,19.56,0.44
438,20.00,19.56,0.44
439,20.00,19.57,0.43
440,20.00,19.61,0.39
441,20.00,19.57,0.43
442,20.00,19.53,0.47
443,20.00,19.43,0.57
445,20.00,19.48,0.52
446,20.00,19.35,0.65
447,20.00,19.23,0.77
448,20.00,19.27,0.73
449,20.00,19.23,0.77
450,20.00,19.16,0.84
451,20.00,19.34,0.66
452,20.00,19.22,0.78
453,20.00,19.26,0.74
454,20.00,19.26,0.74
455,20.00,19.32,0.68
456,20.00,19.28,0.72
457,20.00,19.13,0.87
459,20.00,19.14,0.86
460,20.00,19.19,0.81
461,20.00,19.19,0.81
462,20.00,19.16,0.84
463,20.00,19.13,0.87
464,20.00,19.18,0.82
465,20.00,19.14,0.86
466,20.00,19.12,0.88
467,20.00,19.13,0.87
468,20.00,19.10,0.90
469,20.00,19.19,0.81
470,20.00,19.15,0.85
471,20.00,19.13,0.87
473,20.00,19.03,0.97
474,20.00,18.94,1.06
475,20.00,18.94,1.06
476,20.00,19.00,1.00
477,20.00,19.02,0.98
478,20.00,19.05,0.95
479,20.00,19.06,0.94
480,20.00,19.01,0.99
481,20.00,19.00,1.00
482,20.00,19.05,0.95
483,20.00,19.04,0.96
484,20.00,18.98,1.02
485,20.00,18.97,1.03
487,20.00,19.03,0.97
488,20.00,19.13,0.87
489,20.00,19.06,0.94
490,20.00,19.15,0.85
491,20.00,19.09,0.91
492,20.00,19.07,0.93
493,20.00,19.08,0.92
494,20.00,19.10,0.90
495,20.00,19.00,1.00
496,20.00,19.03,0.97
497,20.00,18.87,1.13
498,20.00,18.76,1.24
499,20.00,18.88,1.12
501,20.00,18.91,1.09
502,20.00,18.95,1.05
503,20.00,18.94,1.06
504,20.00,18.97,1.03
505,20.00,18.96,1.04
506,20.00,18.88,1.12
507,20.00,18.95,1.05
508,20.00,18.94,1.06
509,20.00,18.79,1.21
510,20.00,18.80,1.20
511,20.00,18.74,1.26
512,20.00,18.61,1.39
513,20.00,18.70,1.30
515,20.00,18.69,1.31
516,20.00,18.74,1.26
517,20.00,18.82,1.18
518,20.00,18.83,1.17
519,20.00,18.80,1.20
520,20.00,18.73,1.27
521,20.00,18.68,1.32
522,20.00,18.77,1.23
523,20.00,18.46,1.54
524,20.00,18.53,1.47
525,20.00,18.39,1.61
526,20.00,18.44,1.56
527,20.00,18.41,1.59
529,20.00,18.38,1.62
530,20.00,18.47,1.53
531,20.00,18.47,1.53
532,20.00,18.59,1.41
533,20.00,18.68,1.32
534,20.00,18.56,1.44
535,20.00,18.56,1.44
536,20.00,18.55,1.45
537,20.00,18.58,1.42
538,20.00,18.47,1.53
539,20.00,18.44,1.56
540,20.00,18.38,1.62
541,20.00,18.28,1.72
543,20.00,18.27,1.73
544,20.00,18.33,1.67
545,20.00,18.46,1.54
546,20.00,18.53,1.47
547,20.00,18.60,1.40
548,20.00,18.67,1.33
549,20.00,18.47,1.53
550,20.00,18.33,1.67
551,20.00,18.46,1.54
552,20.00,18.50,1.50
553,20.00,18.36,1.64
554,20.00,18.41,1.59
555,20.00,18.42,1.58
557,20.00,18.43,1.57
558,20.00,18.55,1.45
559,20.00,18.58,1.42
560,20.00,18.68,1.32
561,20.00,18.77,1.23
562,20.00,18.92,1.08
563,20.00,18.95,1.05
564,20.00,18.94,1.06
565,20.00,18.94,1.06
566,20.00,18.82,1.18
567,20.00,18.90,1.10
568,20.00,18.97,1.03
569,20.00,19.07,0.93
571,20.00,18.97,1.03
572,20.00,19.04,0.96
573,20.00,19.09,0.91
574,20.00,18.96,1.04
575,20.00,19.13,0.87
576,20.00,19.21,0.79
577,20.00,19.18,0.82
578,20.00,19.29,0.71
579,20.00,19.25,0.75
580,20.00,19.25,0.75
581,20.00,19.14,0.86
582,20.00,19.25,0.75
583,20.00,19.11,0.89
585,20.00,19.12,0.88
586,20.00,19.20,0.80
587,20.00,19.42,0.58
588,20.00,19.29,0.71
589,20.00,19.43,0.57
590,20.00,19.55,0.45
591,20.00,19.63,0.37
592,20.00,19.51,0.49
593,20.00,19.52,0.48
594,20.00,19.42,0.58
595,20.00,19.37,0.63
596,20.00,19.28,0.72
597,20.00,19.45,0.55
599,20.00,19.47,0.53
600,20.00,19.19,0.81
601,20.00,19.34,0.66
602,20.00,19.19,0.81
603,20.00,19.37,0.63
604,20.00,19.46,0.54
605,20.00,19.44,0.56
606,20.00,19.27,0.73
607,20.00,19.45,0.55
608,20.00,19.43,0.57
609,20.00,19.26,0.74
610,20.00,19.30,0.70
611,20.00,19.22,0.78
613,20.00,19.22,0.78
614,20.00,19.22,0.78
615,20.00,19.22,0.78
616,20.00,19.29,0.71
617,20.00,19.18,0.82
618,20.00,19.29,0.71
619,20.00,19.32,0.68
620,20.00,19.35,0.65
621,20.00,19.26,0.74
622,20.00,19.15,0.85
623,20.00,19.20,0.80
624,20.00,19.06,0.94
625,20.00,19.07,0.93
627,20.00,18.95,1.05
628,20.00,19.01,0.99
629,20.00,19.07,0.93
630,20.00,18.98,1.02
631,20.00,18.97,1.03
632,20.00,19.03,0.97
633,20.00,19.01,0.99
634,20.00,19.03,0.97
635,20.00,18.98,1.02
636,20.00,19.11,0.89
637,20.00,19.02,0.98
638,20.00,19.07,0.93
639,20.00,19.13,0.87
641,20.00,19.14,0.86
642,20.00,19.14,0.86
643,20.00,19.05,0.95
644,20.00,19.17,0.83
645,20.00,19.00,1.00
646,20.00,19.02,0.98
647,20.00,19.08,0.92
648,20.00,18.99,1.01
649,20.00,18.98,1.02
650,20.00,19.04,0.96
651,20.00,19.09,0.91
652,20.00,19.14,0.86
653,20.00,19.11,0.89
655,20.00,19.09,0.91
656,20.00,19.07,0.93
657,20.00,19.23,0.77
658,20.00,19.16,0.84
659,20.00,19.09,0.91
660,20.00,19.07,0.93
661,20.00,19.19,0.81
662,20.00,19.02,0.98
663,20.00,19.04,0.96
664,20.00,19.09,0.91
665,20.00,19.11,0.89
666,20.00,19.19,0.81
667,20.00,19.16,0.84
669,20.00,19.16,0.84
670,20.00,19.17,0.83
671,20.00,19.18,0.82
672,20.00,19.01,0.99
673,20.00,19.13,0.87
674,20.00,18.93,1.07
675,20.00,18.82,1.18
676,20.00,18.89,1.11
677,20.00,18.71,1.29
678,20.00,18.69,1.31
679,20.00,18.78,1.22
680,20.00,18.79,1.21
681,20.00,18.80,1.20
683,20.00,18.88,1.12
684,20.00,18.91,1.09
685,20.00,18.84,1.16
686,20.00,18.88,1.12
687,20.00,18.81,1.19
688,20.00,18.88,1.12
689,20.00,18.70,1.30
690,20.00,18.61,1.39
691,20.00,18.57,1.43
692,20.00,18.53,1.47
693,20.00,18.45,1.55
694,20.00,18.60,1.40
695,20.00,18.70,1.30
697,20.00,18.68,1.32
698,20.00,18.67,1.33
699,20.00,18.69,1.31
700,20.00,18.46,1.54
701,20.00,18.50,1.50
702,20.00,18.43,1.57
703,20.00,18.51,1.49
704,20.00,18.51,1.49
705,20.00,18.40,1.60
706,20.00,18.38,1.62
707,20.00,18.32,1.68
708,20.00,18.41,1.59
709,20.00,18.53,1.47
711,20.00,18.64,1.36
712,20.00,18.69,1.31
713,20.00,18.64,1.36
714,20.00,18.70,1.30
715,20.00,18.75,1.25
716,20.00,18.69,1.31
717,20.00,18.64,1.36
718,20.00,18.66,1.34
719,20.00,18.76,1.24
720,20.00,18.55,1.45
721,20.00,18.62,1.38
722,20.00,18.68,1.32
723,20.00,18.84,1.16
725,20.00,18.70,1.30
726,20.00,18.79,1.21
727,20.00,18.83,1.17
728,20.00,18.91,1.09
729,20.00,18.94,1.06
730,20.00,18.86,1.14
731,20.00,18.90,1.10
732,20.00,18.93,1.07
733,20.00,18.75,1.25
734,20.00,18.83,1.17
735,20.00,18.77,1.23
736,20.00,18.85,1.15
737,20.00,18.99,1.01
739,20.00,19.02,0.98
740,20.00,19.21,0.79
741,20.00,19.22,0.78
742,20.00,19.32,0.68
743,20.00,19.28,0.72
744,20.00,19.20,0.80
745,20.00,19.17,0.83
746,20.00,19.14,0.86
747,20.00,19.08,0.92
748,20.00,19.16,0.84
749,20.00,19.24,0.76
750,20.00,19.10,0.90
751,20.00,19.11,0.89
753,20.00,19.09,0.91
754,20.00,19.32,0.68
755,20.00,19.23,0.77
756,20.00,19.31,0.69
757,20.00,19.41,0.59
758,20.00,19.28,0.72
759,20.00,19.24,0.76
760,20.00,19.28,0.72
761,20.00,19.20,0.80
762,20.00,19.27,0.73
763,20.00,19.31,0.69
764,20.00,19.33,0.67
765,20.00,19.39,0.61
767,20.00,19.41,0.59
768,20.00,19.43,0.57
769,20.00,19.52,0.48
770,20.00,19.42,0.58
771,20.00,19.47,0.53
772,20.00,19.41,0.59
773,20.00,19.32,0.68
774,20.00,19.45,0.55
775,20.00,19.18,0.82
776,20.00,19.19,0.81
777,20.00,19.26,0.74
778,20.00,19.19,0.81
779,20.00,19.37,0.63
781,20.00,19.32,0.68
782,20.00,19.31,0.69
783,20.00,19.30,0.70
784,20.00,19.33,0.67
785,20.00,19.28,0.72
786,20.00,19.21,0.79
787,20.00,19.32,0.68
788,20.00,19.20,0.80
789,20.00,19.27,0.73
790,20.00,19.27,0.73
791,20.00,19.27,0.73
792,20.00,19.19,0.81
793,20.00,19.16,0.84
795,20.00,19.24,0.76
796,20.00,19.16,0.84
797,20.00,19.14,0.86
798,20.00,19.14,0.86
799,20.00,19.15,0.85
800,20.00,19.13,0.87
801,20.00,19.03,0.97
802,20.00,19.01,0.99
803,20.00,19.07,0.93
804,20.00,18.98,1.02
805,20.00,19.01,0.99
806,20.00,18.95,1.05
807,20.00,19.09,0.91
809,20.00,19.18,0.82
810,20.00,19.11,0.89
811,20.00,19.12,0.88
812,20.00,19.03,0.97
813,20.00,19.04,0.96
814,20.00,19.03,0.97
815,20.00,19.08,0.92
816,20.00,19.10,0.90
817,20.00,19.04,0.96
818,20.00,19.06,0.94
819,20.00,19.04,0.96
820,20.00,19.09,0.91
821,20.00,19.11,0.89
823,20.00,18.98,1.02
824,20.00,19.25,0.75
825,20.00,19.04,0.96
826,20.00,18.91,1.09
827,20.00,18.87,1.13
828,20.00,18.87,1.13
829,20.00,18.84,1.16
830,20.00,18.91,1.09
831,20.00,19.05,0.95
832,20.00,18.96,1.04
833,20.00,19.03,0.97
834,20.00,19.11,0.89
835,20.00,18.91,1.09
837,20.00,19.05,0.95
838,20.00,18.93,1.07
839,20.00,18.88,1.12
840,20.00,18.92,1.08
841,20.00,18.95,1.05
842,20.00,18.87,1.13
843,20.00,18.73,1.27
844,20.00,18.71,1.29
845,20.00,18.72,1.28
846,20.00,18.81,1.19
847,20.00,18.85,1.15
848,20.00,18.89,1.11
849,20.00,18.82,1.18
851,20.00,18.82,1.18
852,20.00,18.61,1.39
853,20.00,18.53,1.47
854,20.00,18.60,1.40
855,20.00,18.56,1.44
856,20.00,18.55,1.45
857,20.00,18.41,1.59
858,20.00,18.42,1.58
859,20.00,18.32,1.68
860,20.00,18.45,1.55
861,20.00,18.42,1.58
862,20.00,18.47,1.53
863,20.00,18.58,1.42
865,20.00,18.46,1.54
866,20.00,18.40,1.60
867,20.00,18.52,1.48
868,20.00,18.41,1.59
869,20.00,18.42,1.58
870,20.00,18.32,1.68
871,20.00,18.23,1.77
872,20.00,18.30,1.70
873,20.00,18.32,1.68
874,20.00,18.34,1.66
875,20.00,18.43,1.57
876,20.00,18.33,1.67
877,20.00,18.42,1.58
879,20.00,18.39,1.61
880,20.00,18.48,1.52
881,20.00,18.48,1.52
882,20.00,18.45,1.55
883,20.00,18.39,1.61
884,20.00,18.47,1.53
885,20.00,18.44,1.56
886,20.00,18.41,1.59
887,20.00,18.49,1.51
888,20.00,18.50,1.50
889,20.00,18.53,1.47
890,20.00,18.60,1.40
891,20.00,18.77,1.23
893,20.00,18.82,1.18
894,20.00,18.96,1.04
895,20.00,18.96,1.04
896,20.00,18.84,1.16
897,20.00,18.84,1.16
898,20.00,18.77,1.23
899,20.00,18.89,1.11
900,20.00,18.85,1.15
901,20.00,18.61,1.39
902,20.00,18.70,1.30
903,20.00,18.83,1.17
904,20.00,18.94,1.06
905,20.00,18.97,1.03
907,20.00,19.06,0.94
908,20.00,19.15,0.85
909,20.00,19.20,0.80
910,20.00,19.20,0.80
911,20.00,19.09,0.91
912,20.00,19.29,0.71
913,20.00,19.32,0.68
914,20.00,19.16,0.84
915,20.00,19.17,0.83
916,20.00,19.25,0.75
917,20.00,19.25,0.75
918,20.00,19.35,0.65
919,20.00,19.38,0.62
921,20.00,19.43,0.57
922,20.00,19.63,0.37
923,20.00,19.48,0.52
924,20.00,19.59,0.41
925,20.00,19.45,0.55
926,20.00,19.29,0.71
927,20.00,19.32,0.68
928,20.00,19.24,0.76
929,20.00,19.34,0.66
930,20.00,19.37,0.63
931,20.00,19.28,0.72
932,20.00,19.28,0.72
933,20.00,19.27,0.73
935,20.00,19.34,0.66
936,20.00,19.40,0.60
937,20.00,19.45,0.55
938,20.00,19.47,0.53
939,20.00,19.37,0.63
940,20.00,19.39,0.61
941,20.00,19.30,0.70
942,20.00,19.30,0.70
943,20.00,19.29,0.71
944,20.00,19.43,0.57
945,20.00,19.23,0.77
946,20.00,19.23,0.77
947,20.00,19.30,0.70
949,20.00,19.26,0.74
950,20.00,19.36,0.64
951,20.00,19.42,0.58
952,20.00,19.26,0.74
953,20.00,19.22,0.78
954,20.00,19.29,0.71
955,20.00,19.11,0.89
956,20.00,19.08,0.92
957,20.00,19.13,0.87
958,20.00,19.18,0.82
959,20.00,19.15,0.85
960,20.00,19.19,0.81
961,20.00,19.12,0.88
963,20.00,19.20,0.80
964,20.00,19.10,0.90
965,20.00,19.18,0.82
966,20.00,19.37,0.63
967,20.00,19.28,0.72
968,20.00,19.31,0.69
969,20.00,19.20,0.80
970,20.00,19.17,0.83
971,20.00,19.21,0.79
972,20.00,19.21,0.79
973,20.00,19.21,0.79
974,20.00,19.21,0.79
975,20.00,19.21,0.79
977,20.00,19.18,0.82
978,20.00,18.97,1.03
979,20.00,19.03,0.97
980,20.00,19.05,0.95
981,20.00,19.07,0.93
982,20.00,19.12,0.88
983,20.00,19.20,0.80
984,20.00,19.10,0.90
985,20.00,19.15,0.85
986,20.00,19.15,0.85
987,20.00,19.09,0.91
988,20.00,19.07,0.93
989,20.00,19.19,0.81
991,20.00,19.13,0.87
992,20.00,19.03,0.97
993,20.00,19.12,0.88
994,20.00,19.06,0.94
995,20.00,19.08,0.92
996,20.00,19.16,0.84
997,20.00,19.06,0.94
998,20.00,19.15,0.85
999,20.00,19.12,0.88
1000,20.00,19.10,0.90
1001,20.00,19.11,0.89
1002,20.00,18.87,1.13
1003,20.00,19.01,0.99
1005,20.00,18.86,1.14
1006,20.00,18.86,1.14
1007,20.00,18.83,1.17
1008,20.00,18.76,1.24
1009,20.00,18.70,1.30
1010,20.00,18.75,1.25
1011,20.00,18.80,1.20
1012,20.00,18.88,1.12
1013,20.00,18.88,1.12
1014,20.00,18.88,1.12
1015,20.00,18.88,1.12
1016,20.00,18.77,1.23
1017,20.00,18.81,1.19
1019,20.00,18.72,1.28
1020,20.00,18.66,1.34
1021,20.00,18.64,1.36
1022,20.00,18.60,1.40
1023,20.00,18.52,1.48
1024,20.00,18.44,1.56
1025,20.00,18.56,1.44
1026,20.00,18.63,1.37
1027,20.00,18.55,1.45
1028,20.00,18.43,1.57
1029,20.00,18.66,1.34
1030,20.00,18.46,1.54
1031,20.00,18.47,1.53
1033,20.00,18.47,1.53
1034,20.00,18.41,1.59
1035,20.00,18.45,1.55
1036,20.00,18.32,1.68
1037,20.00,18.34,1.66
1038,20.00,18.35,1.65
1039,20.00,18.51,1.49
1040,20.00,18.51,1.49
1041,20.00,18.69,1.31
1042,20.00,18.71,1.29
1043,20.00,18.73,1.27
1044,20.00,18.67,1.33
1045,20.00,18.73,1.27
1047,20.00,18.74,1.26
1048,20.00,18.72,1.28
1049,20.00,18.59,1.41
1050,20.00,18.58,1.42
1051,20.00,18.72,1.28
1052,20.00,18.66,1.34
1053,20.00,18.72,1.28
1054,20.00,18.70,1.30
1055,20.00,18.72,1.28
1056,20.00,18.70,1.30
1057,20.00,18.82,1.18
