Time,Target,Measured,Error
745,20.00,21.74,-1.74
746,20.00,23.58,-3.58
747,20.00,19.89,0.11
748,20.00,22.84,-2.84
749,20.00,22.10,-2.10
750,20.00,18.79,1.21
751,20.00,22.47,-2.47
752,20.00,21.00,-1.00
753,20.00,25.05,-5.05
754,20.00,24.31,-4.31
755,20.00,21.00,-1.00
756,20.00,21.74,-1.74
757,20.00,18.05,1.95
758,20.00,19.89,0.11
760,20.00,16.21,3.79
761,20.00,18.42,1.58
762,20.00,20.63,-0.63
763,20.00,19.89,0.11
764,20.00,22.84,-2.84
765,20.00,19.52,0.48
766,20.00,19.16,0.84
767,20.00,17.68,2.32
768,20.00,16.95,3.05
769,20.00,16.58,3.42
770,20.00,15.10,4.90
771,20.00,21.00,-1.00
772,20.00,19.89,0.11
773,20.00,23.21,-3.21
774,20.00,24.31,-4.31
775,20.00,21.00,-1.00
776,20.00,21.74,-1.74
777,20.00,20.26,-0.26
778,20.00,19.16,0.84
779,20.00,21.37,-1.37
780,20.00,21.74,-1.74
781,20.00,23.58,-3.58
782,20.00,21.74,-1.74
783,20.00,22.47,-2.47
784,20.00,18.79,1.21
786,20.00,19.52,0.48
787,20.00,18.05,1.95
788,20.00,15.84,4.16
789,20.00,17.68,2.32
790,20.00,17.68,2.32
791,20.00,21.37,-1.37
792,20.00,22.84,-2.84
793,20.00,18.42,1.58
794,20.00,18.42,1.58
795,20.00,15.84,4.16
796,20.00,15.84,4.16
797,20.00,15.84,4.16
798,20.00,13.63,6.37
799,20.00,20.26,-0.26
800,20.00,18.79,1.21
801,20.00,22.84,-2.84
802,20.00,21.74,-1.74
803,20.00,22.10,-2.10
804,20.00,22.10,-2.10
805,20.00,18.42,1.58
806,20.00,20.63,-0.63
807,20.00,16.95,3.05
808,20.00,18.42,1.58
809,20.00,21.37,-1.37
811,20.00,20.26,-0.26
812,20.00,20.63,-0.63
813,20.00,20.63,-0.63
814,20.00,18.05,1.95
815,20.00,17.31,2.69
816,20.00,18.05,1.95
817,20.00,17.68,2.32
818,20.00,16.58,3.42
819,20.00,19.89,0.11
820,20.00,18.79,1.21
821,20.00,22.84,-2.84
822,20.00,21.00,-1.00
823,20.00,16.58,3.42
824,20.00,18.42,1.58
825,20.00,15.10,4.90
826,20.00,17.31,2.69
827,20.00,16.58,3.42
828,20.00,20.26,-0.26
829,20.00,23.58,-3.58
830,20.00,22.84,-2.84
831,20.00,23.95,-3.95
832,20.00,21.00,-1.00
833,20.00,21.74,-1.74
834,20.00,22.10,-2.10
836,20.00,18.42,1.58
837,20.00,19.52,0.48
838,20.00,20.26,-0.26
839,20.00,23.95,-3.95
840,20.00,20.63,-0.63
841,20.00,24.31,-4.31
842,20.00,20.63,-0.63
843,20.00,18.05,1.95
844,20.00,18.79,1.21
845,20.00,16.95,3.05
846,20.00,18.42,1.58
847,20.00,19.89,0.11
848,20.00,21.73,-1.73
849,20.00,22.10,-2.10
850,20.00,19.89,0.11
851,20.00,19.52,0.48
852,20.00,18.79,1.21
853,20.00,14.74,5.26
854,20.00,16.95,3.05
855,20.00,15.47,4.53
856,20.00,20.26,-0.26
857,20.00,21.00,-1.00
858,20.00,26.16,-6.16
859,20.00,25.05,-5.05
860,20.00,21.74,-1.74
862,20.00,21.73,-1.73
863,20.00,20.26,-0.26
864,20.00,18.79,1.21
865,20.00,21.00,-1.00
866,20.00,21.00,-1.00
867,20.00,24.31,-4.31
868,20.00,24.31,-4.31
869,20.00,23.58,-3.58
870,20.00,19.89,0.11
871,20.00,19.52,0.48
872,20.00,18.42,1.58
873,20.00,17.31,2.69
874,20.00,16.58,3.42
875,20.00,16.21,3.79
876,20.00,19.16,0.84
877,20.00,21.00,-1.00
878,20.00,17.31,2.69
879,20.00,20.26,-0.26
880,20.00,16.21,3.79
881,20.00,16.95,3.05
882,20.00,16.21,3.79
883,20.00,17.68,2.32
884,20.00,18.42,1.58
885,20.00,19.89,0.11
887,20.00,23.95,-3.95
888,20.00,23.58,-3.58
889,20.00,25.79,-5.79
890,20.00,23.58,-3.58
891,20.00,20.26,-0.26
892,20.00,22.84,-2.84
893,20.00,19.16,0.84
894,20.00,21.00,-1.00
